TIME_ID|DAY_NAME|DAY_NUMBER_IN_WEEK|DAY_NUMBER_IN_MONTH|CALENDAR_WEEK_NUMBER|FISCAL_WEEK_NUMBER|WEEK_ENDING_DAY|WEEK_ENDING_DAY_ID|CALENDAR_MONTH_NUMBER|FISCAL_MONTH_NUMBER|CALENDAR_MONTH_DESC|CALENDAR_MONTH_ID|FISCAL_MONTH_DESC|FISCAL_MONTH_ID|DAYS_IN_CAL_MONTH|DAYS_IN_FIS_MONTH|END_OF_CAL_MONTH|END_OF_FIS_MONTH|CALENDAR_MONTH_NAME|FISCAL_MONTH_NAME|CALENDAR_QUARTER_DESC|CALENDAR_QUARTER_ID|FISCAL_QUARTER_DESC|FISCAL_QUARTER_ID|DAYS_IN_CAL_QUARTER|DAYS_IN_FIS_QUARTER|END_OF_CAL_QUARTER|END_OF_FIS_QUARTER|CALENDAR_QUARTER_NUMBER|FISCAL_QUARTER_NUMBER|CALENDAR_YEAR|CALENDAR_YEAR_ID|FISCAL_YEAR|FISCAL_YEAR_ID|DAYS_IN_CAL_YEAR|DAYS_IN_FIS_YEAR|END_OF_CAL_YEAR|END_OF_FIS_YEAR
03/12/2000|Sunday|7|3|48|48|03/12/2000|1476|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
04/12/2000|Monday|1|4|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
05/12/2000|Tuesday|2|5|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
06/12/2000|Wednesday|3|6|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
07/12/2000|Thursday|4|7|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
08/12/2000|Friday|5|8|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
09/12/2000|Saturday|6|9|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
10/12/2000|Sunday|7|10|49|49|10/12/2000|1525|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
11/12/2000|Monday|1|11|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
12/12/2000|Tuesday|2|12|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
13/12/2000|Wednesday|3|13|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
14/12/2000|Thursday|4|14|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
15/12/2000|Friday|5|15|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
16/12/2000|Saturday|6|16|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
17/12/2000|Sunday|7|17|50|50|17/12/2000|1573|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
18/12/2000|Monday|1|18|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
19/12/2000|Tuesday|2|19|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
20/12/2000|Wednesday|3|20|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
21/12/2000|Thursday|4|21|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
22/12/2000|Friday|5|22|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
23/12/2000|Saturday|6|23|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
24/12/2000|Sunday|7|24|51|51|24/12/2000|1621|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
25/12/2000|Monday|1|25|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
26/12/2000|Tuesday|2|26|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
27/12/2000|Wednesday|3|27|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
28/12/2000|Thursday|4|28|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
29/12/2000|Friday|5|29|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
30/12/2000|Saturday|6|30|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
31/12/2000|Sunday|7|31|52|52|31/12/2000|1668|12|12|2000-12|1707|2000-12|1755|31|35|31/12/2000|31/12/2000|December|December|2000-04|1780|2000-04|1796|92|98|31/12/2000|31/12/2000|4|4|2000|1804|2000|1808|366|371|31/12/2000|31/12/2000
01/01/2001|Monday|1|1|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
02/01/2001|Tuesday|2|2|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
03/01/2001|Wednesday|3|3|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
04/01/2001|Thursday|4|4|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
05/01/2001|Friday|5|5|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
06/01/2001|Saturday|6|6|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
07/01/2001|Sunday|7|7|1|1|07/01/2001|1505|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
08/01/2001|Monday|1|8|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
09/01/2001|Tuesday|2|9|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
10/01/2001|Wednesday|3|10|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
11/01/2001|Thursday|4|11|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
12/01/2001|Friday|5|12|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
13/01/2001|Saturday|6|13|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
14/01/2001|Sunday|7|14|2|2|14/01/2001|1553|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
15/01/2001|Monday|1|15|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
16/01/2001|Tuesday|2|16|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
17/01/2001|Wednesday|3|17|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
18/01/2001|Thursday|4|18|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
19/01/2001|Friday|5|19|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
20/01/2001|Saturday|6|20|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
21/01/2001|Sunday|7|21|3|3|21/01/2001|1601|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
22/01/2001|Monday|1|22|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
23/01/2001|Tuesday|2|23|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
24/01/2001|Wednesday|3|24|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
25/01/2001|Thursday|4|25|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
26/01/2001|Friday|5|26|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
27/01/2001|Saturday|6|27|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
28/01/2001|Sunday|7|28|4|4|28/01/2001|1649|1|1|2001-01|1708|2001-01|1756|31|28|31/01/2001|28/01/2001|January|January|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
29/01/2001|Monday|1|29|5|5|04/02/2001|1483|1|2|2001-01|1708|2001-02|1757|31|28|31/01/2001|25/02/2001|January|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
30/01/2001|Tuesday|2|30|5|5|04/02/2001|1483|1|2|2001-01|1708|2001-02|1757|31|28|31/01/2001|25/02/2001|January|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
31/01/2001|Wednesday|3|31|5|5|04/02/2001|1483|1|2|2001-01|1708|2001-02|1757|31|28|31/01/2001|25/02/2001|January|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
01/02/2001|Thursday|4|1|5|5|04/02/2001|1483|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
02/02/2001|Friday|5|2|5|5|04/02/2001|1483|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
03/02/2001|Saturday|6|3|5|5|04/02/2001|1483|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
04/02/2001|Sunday|7|4|5|5|04/02/2001|1483|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
05/02/2001|Monday|1|5|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
06/02/2001|Tuesday|2|6|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
07/02/2001|Wednesday|3|7|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
08/02/2001|Thursday|4|8|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
09/02/2001|Friday|5|9|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
10/02/2001|Saturday|6|10|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
11/02/2001|Sunday|7|11|6|6|11/02/2001|1532|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
12/02/2001|Monday|1|12|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
13/02/2001|Tuesday|2|13|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
14/02/2001|Wednesday|3|14|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
15/02/2001|Thursday|4|15|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
16/02/2001|Friday|5|16|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
17/02/2001|Saturday|6|17|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
18/02/2001|Sunday|7|18|7|7|18/02/2001|1580|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
19/02/2001|Monday|1|19|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
20/02/2001|Tuesday|2|20|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
21/02/2001|Wednesday|3|21|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
22/02/2001|Thursday|4|22|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
23/02/2001|Friday|5|23|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
24/02/2001|Saturday|6|24|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
25/02/2001|Sunday|7|25|8|8|25/02/2001|1628|2|2|2001-02|1709|2001-02|1757|28|28|28/02/2001|25/02/2001|February|February|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
26/02/2001|Monday|1|26|9|9|04/03/2001|1487|2|3|2001-02|1709|2001-03|1758|28|28|28/02/2001|25/03/2001|February|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
27/02/2001|Tuesday|2|27|9|9|04/03/2001|1487|2|3|2001-02|1709|2001-03|1758|28|28|28/02/2001|25/03/2001|February|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
28/02/2001|Wednesday|3|28|9|9|04/03/2001|1487|2|3|2001-02|1709|2001-03|1758|28|28|28/02/2001|25/03/2001|February|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
01/03/2001|Thursday|4|1|9|9|04/03/2001|1487|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
02/03/2001|Friday|5|2|9|9|04/03/2001|1487|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
03/03/2001|Saturday|6|3|9|9|04/03/2001|1487|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
04/03/2001|Sunday|7|4|9|9|04/03/2001|1487|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
05/03/2001|Monday|1|5|10|10|11/03/2001|1536|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
06/03/2001|Tuesday|2|6|10|10|11/03/2001|1536|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
07/03/2001|Wednesday|3|7|10|10|11/03/2001|1536|3|3|2001-03|1710|2001-03|1758|31|28|31/03/2001|25/03/2001|March|March|2001-01|1781|2001-01|1797|90|84|31/03/2001|25/03/2001|1|1|2001|1805|2001|1809|365|364|31/12/2001|30/12/2001
